trend_id,category,style,popularity_score,season,color_palette,fabric_type,price_range,brand_influence,social_media_trend
T1236,Dress,Casual,18,Autumn,Pastel,Cotton,High-end,Fast Fashion,YouTube
T1237,Shirt,Formal,33,Autumn,Monochrome,Cotton,High-end,Local,Instagram
T1238,Shirt,Minimalist,91,Autumn,Metallic,Denim,Affordable,Luxury,YouTube
T1239,Shoes,Sporty,60,Spring,Metallic,Polyester,Affordable,Local,TikTok
T1240,Pants,Formal,59,Spring,Pastel,Wool,Mid-range,Fast Fashion,Instagram
T1241,Pants,Minimalist,6,Summer,Pastel,Denim,High-end,Local,YouTube
T1242,Shirt,Sporty,26,Winter,Neon,Silk,High-end,Local,TikTok
T1243,Shoes,Minimalist,33,Spring,Metallic,Linen,Mid-range,Local,YouTube
T1244,Shirt,Casual,61,Spring,Gradient,Linen,Mid-range,Luxury,YouTube
T1245,Shoes,Casual,44,Winter,Monochrome,Velvet,Affordable,Local,TikTok
T1246,Dress,Vintage,92,Winter,Gradient,Polyester,High-end,High-end,YouTube
T1247,Dress,Minimalist,52,Summer,Metallic,Polyester,Mid-range,High-end,Pinterest
T1248,Pants,Streetwear,96,Winter,Monochrome,Cotton,High-end,High-end,TikTok
T1249,Shirt,Vintage,89,Autumn,Gradient,Silk,Affordable,Local,Pinterest
T1250,Shoes,Sporty,9,Winter,Monochrome,Wool,High-end,High-end,YouTube
T1251,Shoes,Bohemian,8,Spring,Gradient,Denim,High-end,Local,Instagram
T1252,Pants,Streetwear,25,Autumn,Metallic,Polyester,Mid-range,Local,Pinterest
T1253,Shoes,Vintage,29,Summer,Earth-tone,Cotton,Mid-range,High-end,Pinterest
T1254,Dress,Bohemian,2,Summer,Earth-tone,Linen,Mid-range,Local,Instagram
T1255,Accessories,Minimalist,21,Spring,Earth-tone,Linen,Affordable,Luxury,Instagram
T1256,Accessories,Vintage,51,Winter,Earth-tone,Linen,High-end,Fast Fashion,Instagram
T1257,Pants,Streetwear,89,Autumn,Metallic,Cotton,Mid-range,Luxury,Pinterest
T1258,Pants,Casual,79,Autumn,Earth-tone,Cotton,Affordable,Local,Instagram
T1259,Accessories,Bohemian,44,Summer,Neon,Polyester,Mid-range,Luxury,Instagram
T1260,Accessories,Minimalist,67,Spring,Neon,Velvet,Mid-range,High-end,YouTube
T1261,Shirt,Vintage,15,Spring,Neon,Cotton,Mid-range,Luxury,Instagram
T1262,Pants,Formal,70,Autumn,Gradient,Denim,Mid-range,Local,Pinterest
T1263,Accessories,Sporty,45,Autumn,Gradient,Velvet,Affordable,Luxury,TikTok
T1264,Pants,Streetwear,91,Spring,Neon,Velvet,High-end,Fast Fashion,Pinterest
T1265,Accessories,Formal,81,Spring,Metallic,Silk,Mid-range,Fast Fashion,Instagram
T1266,Dress,Casual,37,Spring,Monochrome,Silk,High-end,Fast Fashion,YouTube
T1267,Shirt,Sporty,21,Winter,Gradient,Wool,High-end,Fast Fashion,YouTube
T1268,Pants,Formal,64,Autumn,Metallic,Linen,Mid-range,Fast Fashion,YouTube
T1269,Pants,Streetwear,47,Summer,Metallic,Linen,Affordable,Fast Fashion,TikTok
T1270,Pants,Vintage,23,Autumn,Metallic,Linen,Mid-range,Local,YouTube
T1271,Shirt,Vintage,16,Autumn,Pastel,Linen,Mid-range,Fast Fashion,Instagram
T1272,Accessories,Minimalist,67,Autumn,Neon,Cotton,Affordable,Luxury,Instagram
T1273,Accessories,Minimalist,14,Winter,Metallic,Linen,Mid-range,Local,Pinterest
T1274,Dress,Formal,16,Winter,Neon,Wool,Affordable,High-end,YouTube
T1275,Dress,Bohemian,69,Spring,Pastel,Cotton,Affordable,High-end,YouTube
T1276,Shoes,Formal,51,Summer,Gradient,Velvet,Mid-range,Local,Instagram
T1277,Dress,Sporty,93,Winter,Monochrome,Polyester,High-end,High-end,TikTok
T1278,Shirt,Bohemian,2,Summer,Pastel,Cotton,Mid-range,Luxury,Instagram
T1279,Pants,Casual,73,Spring,Pastel,Polyester,Mid-range,Local,Instagram
T1280,Dress,Casual,87,Winter,Monochrome,Silk,High-end,Fast Fashion,YouTube
T1281,Dress,Sporty,100,Summer,Monochrome,Denim,Mid-range,Local,YouTube
T1282,Dress,Sporty,54,Autumn,Neon,Denim,High-end,Luxury,Pinterest
T1283,Dress,Streetwear,67,Autumn,Gradient,Polyester,High-end,High-end,TikTok
T1284,Accessories,Formal,1,Spring,Monochrome,Denim,Mid-range,Local,YouTube
T1285,Pants,Bohemian,12,Spring,Metallic,Velvet,High-end,Local,Instagram
T1286,Shoes,Streetwear,27,Summer,Earth-tone,Wool,Mid-range,Local,TikTok
T1287,Accessories,Vintage,12,Spring,Earth-tone,Polyester,High-end,Local,Pinterest
T1288,Shirt,Streetwear,0,Autumn,Gradient,Denim,Affordable,Local,YouTube
T1289,Shirt,Casual,97,Spring,Monochrome,Velvet,High-end,Fast Fashion,Instagram
T1290,Shirt,Sporty,80,Spring,Metallic,Linen,High-end,High-end,TikTok
T1291,Pants,Sporty,76,Winter,Pastel,Denim,Mid-range,High-end,TikTok
T1292,Accessories,Vintage,90,Summer,Metallic,Polyester,High-end,Fast Fashion,TikTok
T1293,Shirt,Bohemian,36,Winter,Gradient,Silk,High-end,Luxury,Instagram
T1294,Shirt,Bohemian,9,Spring,Pastel,Wool,Mid-range,Luxury,YouTube
T1295,Pants,Vintage,42,Summer,Neon,Polyester,Affordable,Local,Instagram
T1296,Pants,Sporty,78,Spring,Monochrome,Polyester,Mid-range,High-end,YouTube
T1297,Dress,Formal,47,Autumn,Neon,Polyester,Mid-range,High-end,YouTube
T1298,Shirt,Bohemian,59,Summer,Pastel,Velvet,Affordable,Local,Pinterest
T1299,Accessories,Minimalist,71,Spring,Neon,Denim,Mid-range,High-end,TikTok
T1300,Shoes,Casual,21,Summer,Gradient,Velvet,Mid-range,Fast Fashion,TikTok
T1301,Pants,Streetwear,11,Summer,Earth-tone,Velvet,Affordable,Luxury,Instagram
T1302,Dress,Sporty,27,Summer,Gradient,Cotton,Affordable,High-end,TikTok
T1303,Dress,Vintage,11,Summer,Earth-tone,Denim,Affordable,Local,Pinterest
T1304,Shoes,Vintage,74,Autumn,Earth-tone,Velvet,Mid-range,Fast Fashion,Instagram
T1305,Pants,Sporty,68,Spring,Neon,Cotton,Mid-range,Local,TikTok
T1306,Shirt,Streetwear,16,Spring,Monochrome,Velvet,Affordable,Luxury,Pinterest
T1307,Dress,Minimalist,60,Winter,Neon,Denim,Mid-range,Luxury,Instagram
T1308,Dress,Formal,70,Winter,Gradient,Denim,Mid-range,Luxury,TikTok
T1309,Shirt,Sporty,0,Autumn,Neon,Velvet,Mid-range,High-end,Pinterest
T1310,Shoes,Bohemian,35,Spring,Monochrome,Linen,Mid-range,Local,Pinterest
T1311,Accessories,Sporty,57,Autumn,Metallic,Silk,Mid-range,Local,TikTok
T1312,Accessories,Casual,35,Winter,Earth-tone,Silk,Affordable,Luxury,TikTok
T1313,Dress,Vintage,89,Winter,Earth-tone,Linen,Affordable,Local,TikTok
T1314,Pants,Sporty,22,Summer,Gradient,Denim,Mid-range,Luxury,Pinterest
T1315,Shirt,Casual,67,Spring,Monochrome,Velvet,Affordable,Fast Fashion,YouTube
T1316,Accessories,Casual,75,Summer,Metallic,Velvet,High-end,Local,Pinterest
T1317,Pants,Casual,96,Summer,Pastel,Denim,Affordable,Luxury,Instagram
T1318,Pants,Vintage,33,Winter,Neon,Cotton,Affordable,Local,Pinterest
T1319,Pants,Minimalist,21,Autumn,Pastel,Polyester,Affordable,Fast Fashion,YouTube
T1320,Shirt,Formal,73,Winter,Earth-tone,Silk,High-end,High-end,Instagram
T1321,Pants,Casual,76,Autumn,Pastel,Polyester,Affordable,High-end,Instagram
T1322,Dress,Streetwear,66,Winter,Pastel,Velvet,Affordable,Luxury,Instagram
T1323,Accessories,Streetwear,61,Summer,Neon,Linen,Mid-range,Local,TikTok
T1324,Pants,Streetwear,84,Spring,Earth-tone,Velvet,Mid-range,Luxury,YouTube
T1325,Pants,Formal,0,Autumn,Monochrome,Silk,Mid-range,Local,YouTube
T1326,Pants,Formal,83,Spring,Metallic,Linen,Mid-range,High-end,Pinterest
T1327,Accessories,Bohemian,8,Spring,Pastel,Linen,High-end,High-end,Instagram
T1328,Dress,Vintage,47,Autumn,Earth-tone,Cotton,Mid-range,Local,Instagram
T1329,Shirt,Formal,48,Winter,Pastel,Velvet,Affordable,Luxury,TikTok
T1330,Shoes,Vintage,97,Summer,Metallic,Linen,High-end,High-end,Instagram
T1331,Accessories,Minimalist,95,Autumn,Metallic,Denim,Mid-range,Local,TikTok
T1332,Shoes,Bohemian,80,Summer,Gradient,Silk,High-end,Luxury,Pinterest
T1333,Dress,Bohemian,6,Spring,Gradient,Linen,High-end,Luxury,TikTok
T1334,Pants,Minimalist,33,Spring,Monochrome,Velvet,High-end,Fast Fashion,Pinterest
T1335,Pants,Sporty,46,Winter,Metallic,Polyester,High-end,High-end,YouTube
T1336,Accessories,Vintage,75,Summer,Neon,Wool,Affordable,High-end,YouTube
T1337,Accessories,Vintage,14,Spring,Pastel,Silk,Affordable,Local,Instagram
T1338,Dress,Bohemian,45,Summer,Gradient,Polyester,High-end,High-end,Pinterest
T1339,Pants,Minimalist,98,Spring,Neon,Linen,Mid-range,Local,TikTok
T1340,Shoes,Vintage,25,Summer,Earth-tone,Velvet,Affordable,High-end,YouTube
T1341,Dress,Formal,29,Spring,Pastel,Velvet,Affordable,High-end,Pinterest
T1342,Accessories,Vintage,42,Spring,Metallic,Denim,High-end,Local,Pinterest
T1343,Shirt,Vintage,2,Autumn,Earth-tone,Wool,High-end,High-end,YouTube
T1344,Shoes,Minimalist,26,Autumn,Pastel,Denim,Affordable,Local,Pinterest
T1345,Accessories,Minimalist,22,Autumn,Gradient,Linen,Mid-range,Fast Fashion,Instagram
T1346,Accessories,Minimalist,21,Summer,Earth-tone,Linen,Mid-range,Local,TikTok
T1347,Shoes,Casual,91,Spring,Earth-tone,Polyester,Affordable,Fast Fashion,Instagram
T1348,Accessories,Vintage,36,Spring,Monochrome,Denim,High-end,High-end,Instagram
T1349,Shirt,Sporty,21,Spring,Metallic,Silk,High-end,Fast Fashion,Pinterest
T1350,Dress,Vintage,74,Spring,Monochrome,Denim,High-end,Luxury,Pinterest
T1351,Shirt,Vintage,43,Summer,Monochrome,Linen,High-end,Luxury,TikTok
T1352,Accessories,Sporty,67,Autumn,Pastel,Cotton,High-end,High-end,Instagram
T1353,Dress,Vintage,76,Spring,Neon,Cotton,Affordable,Local,TikTok
T1354,Shirt,Minimalist,53,Winter,Gradient,Linen,Affordable,High-end,YouTube
T1355,Pants,Formal,17,Autumn,Earth-tone,Wool,High-end,Local,Pinterest
T1356,Dress,Formal,69,Autumn,Neon,Polyester,Mid-range,High-end,Pinterest
T1357,Dress,Streetwear,64,Summer,Monochrome,Velvet,High-end,Luxury,YouTube
T1358,Dress,Streetwear,99,Winter,Gradient,Denim,Affordable,Local,Instagram
T1359,Dress,Vintage,58,Autumn,Metallic,Silk,High-end,Fast Fashion,TikTok
T1360,Pants,Bohemian,78,Summer,Gradient,Wool,High-end,Luxury,Pinterest
T1361,Shirt,Minimalist,46,Winter,Gradient,Cotton,Mid-range,Fast Fashion,YouTube
T1362,Shirt,Minimalist,40,Spring,Pastel,Denim,High-end,Local,YouTube
T1363,Shoes,Vintage,39,Spring,Earth-tone,Velvet,Affordable,Luxury,Pinterest
T1364,Accessories,Casual,63,Spring,Neon,Velvet,High-end,High-end,Pinterest
T1365,Accessories,Minimalist,41,Autumn,Earth-tone,Polyester,Mid-range,Luxury,Pinterest
T1366,Shoes,Sporty,95,Winter,Earth-tone,Wool,Affordable,Local,Pinterest
T1367,Shoes,Streetwear,46,Spring,Monochrome,Velvet,Affordable,High-end,Pinterest
T1368,Pants,Minimalist,77,Winter,Earth-tone,Velvet,High-end,Fast Fashion,YouTube
T1369,Shoes,Minimalist,20,Winter,Neon,Wool,Affordable,Local,Pinterest
T1370,Shirt,Bohemian,72,Autumn,Monochrome,Silk,Mid-range,High-end,YouTube
T1371,Dress,Formal,31,Autumn,Metallic,Velvet,High-end,Luxury,Pinterest
T1372,Accessories,Streetwear,99,Spring,Metallic,Denim,Affordable,High-end,Pinterest
T1373,Shoes,Formal,34,Winter,Monochrome,Polyester,High-end,Luxury,TikTok
T1374,Shoes,Streetwear,6,Summer,Metallic,Linen,High-end,Luxury,TikTok
T1375,Pants,Bohemian,30,Autumn,Earth-tone,Velvet,High-end,Luxury,Pinterest
T1376,Pants,Streetwear,25,Summer,Neon,Wool,High-end,Local,Instagram
T1377,Pants,Bohemian,47,Summer,Neon,Wool,High-end,Fast Fashion,Instagram
T1378,Shirt,Bohemian,23,Winter,Monochrome,Polyester,Affordable,Luxury,YouTube
T1379,Shoes,Formal,66,Spring,Earth-tone,Polyester,Affordable,Local,Pinterest
T1380,Shirt,Bohemian,72,Winter,Pastel,Polyester,Affordable,Luxury,Pinterest
T1381,Shoes,Sporty,57,Spring,Neon,Wool,Affordable,Local,TikTok
T1382,Dress,Sporty,73,Winter,Monochrome,Wool,Affordable,Local,YouTube
T1383,Dress,Casual,37,Spring,Neon,Polyester,High-end,Luxury,TikTok
T1384,Accessories,Sporty,63,Winter,Metallic,Velvet,Mid-range,Fast Fashion,Pinterest
T1385,Shoes,Bohemian,74,Summer,Pastel,Silk,Mid-range,Local,TikTok
T1386,Shoes,Casual,35,Winter,Gradient,Wool,Mid-range,Fast Fashion,Pinterest
T1387,Pants,Minimalist,47,Autumn,Gradient,Polyester,High-end,High-end,Instagram
T1388,Accessories,Vintage,28,Winter,Monochrome,Silk,Affordable,Luxury,Pinterest
T1389,Accessories,Streetwear,64,Summer,Gradient,Velvet,Affordable,Local,TikTok
T1390,Pants,Formal,56,Summer,Monochrome,Linen,High-end,High-end,Pinterest
T1391,Dress,Streetwear,34,Winter,Gradient,Polyester,Mid-range,High-end,YouTube
T1392,Dress,Streetwear,61,Summer,Metallic,Linen,Affordable,Local,Instagram
T1393,Shirt,Formal,47,Winter,Neon,Velvet,Affordable,Luxury,Instagram
T1394,Shoes,Streetwear,19,Autumn,Monochrome,Velvet,Mid-range,Local,Pinterest
T1395,Shoes,Bohemian,84,Autumn,Neon,Silk,High-end,Fast Fashion,Instagram
T1396,Shirt,Formal,6,Summer,Monochrome,Velvet,High-end,Luxury,Pinterest
T1397,Shirt,Casual,59,Summer,Pastel,Linen,Mid-range,Luxury,TikTok
T1398,Shoes,Bohemian,71,Spring,Monochrome,Linen,Affordable,Luxury,Pinterest
T1399,Pants,Sporty,75,Spring,Gradient,Linen,Mid-range,Luxury,Instagram
T1400,Shoes,Bohemian,98,Spring,Gradient,Silk,High-end,High-end,YouTube
T1401,Pants,Sporty,85,Spring,Metallic,Silk,Affordable,High-end,Pinterest
T1402,Accessories,Streetwear,3,Summer,Monochrome,Denim,Mid-range,Luxury,TikTok
T1403,Accessories,Casual,23,Spring,Neon,Cotton,High-end,High-end,TikTok
T1404,Accessories,Bohemian,86,Winter,Earth-tone,Denim,Affordable,Luxury,TikTok
T1405,Shirt,Sporty,28,Spring,Neon,Velvet,High-end,Fast Fashion,Instagram
T1406,Dress,Sporty,10,Winter,Gradient,Polyester,High-end,Fast Fashion,YouTube
T1407,Pants,Minimalist,4,Winter,Pastel,Velvet,Mid-range,High-end,Pinterest
T1408,Shirt,Casual,57,Autumn,Pastel,Linen,Affordable,Fast Fashion,YouTube
T1409,Shoes,Bohemian,23,Spring,Metallic,Velvet,Mid-range,Luxury,Instagram
T1410,Shoes,Bohemian,43,Summer,Pastel,Velvet,Affordable,High-end,Pinterest
T1411,Dress,Bohemian,70,Autumn,Monochrome,Denim,Affordable,Local,Pinterest
T1412,Pants,Minimalist,26,Winter,Monochrome,Cotton,High-end,Luxury,TikTok
T1413,Shoes,Streetwear,28,Summer,Pastel,Linen,Affordable,Fast Fashion,Instagram
T1414,Dress,Sporty,26,Spring,Gradient,Wool,Affordable,Fast Fashion,Instagram
T1415,Pants,Sporty,4,Summer,Pastel,Polyester,High-end,High-end,YouTube
T1416,Dress,Streetwear,76,Autumn,Earth-tone,Silk,Mid-range,High-end,TikTok
T1417,Shoes,Streetwear,67,Spring,Metallic,Linen,Affordable,High-end,Instagram
T1418,Shoes,Minimalist,83,Spring,Pastel,Denim,Affordable,Fast Fashion,Instagram
T1419,Shoes,Casual,94,Winter,Monochrome,Cotton,Mid-range,Local,Instagram
T1420,Accessories,Formal,37,Autumn,Gradient,Velvet,Mid-range,Luxury,TikTok
T1421,Shirt,Casual,15,Winter,Neon,Silk,High-end,Local,Instagram
T1422,Shoes,Formal,99,Spring,Monochrome,Polyester,Mid-range,Local,Pinterest
T1423,Accessories,Minimalist,38,Winter,Pastel,Linen,High-end,Luxury,YouTube
T1424,Shoes,Sporty,22,Summer,Pastel,Wool,Mid-range,Fast Fashion,Pinterest
T1425,Shirt,Vintage,79,Summer,Monochrome,Denim,High-end,Fast Fashion,Instagram
T1426,Accessories,Casual,88,Summer,Earth-tone,Linen,Affordable,Fast Fashion,Pinterest
T1427,Shirt,Minimalist,92,Autumn,Gradient,Velvet,High-end,Fast Fashion,Pinterest
T1428,Shirt,Minimalist,6,Summer,Pastel,Denim,Affordable,Fast Fashion,YouTube
T1429,Accessories,Sporty,28,Summer,Metallic,Polyester,Mid-range,Luxury,YouTube
T1430,Pants,Casual,28,Winter,Pastel,Linen,Mid-range,Fast Fashion,Pinterest
T1431,Accessories,Bohemian,24,Autumn,Neon,Polyester,High-end,Local,Instagram
T1432,Dress,Vintage,6,Autumn,Earth-tone,Cotton,Affordable,Fast Fashion,TikTok
T1433,Shoes,Formal,0,Autumn,Monochrome,Cotton,Affordable,Fast Fashion,Instagram
T1434,Shirt,Formal,28,Summer,Pastel,Velvet,Affordable,High-end,Instagram
T1435,Shoes,Casual,67,Autumn,Monochrome,Cotton,Affordable,High-end,Pinterest
T1436,Accessories,Minimalist,53,Winter,Earth-tone,Cotton,Mid-range,Fast Fashion,YouTube
T1437,Shirt,Sporty,11,Autumn,Neon,Silk,Affordable,Local,TikTok
T1438,Shoes,Bohemian,3,Spring,Metallic,Velvet,High-end,High-end,Pinterest
T1439,Accessories,Bohemian,76,Autumn,Earth-tone,Polyester,High-end,Local,Instagram
T1440,Pants,Casual,2,Summer,Metallic,Silk,Mid-range,Luxury,YouTube
T1441,Shoes,Casual,31,Autumn,Pastel,Denim,High-end,Local,Instagram
T1442,Pants,Minimalist,86,Spring,Metallic,Wool,Affordable,High-end,Instagram
T1443,Pants,Casual,2,Autumn,Pastel,Wool,High-end,Fast Fashion,Pinterest
T1444,Shirt,Sporty,51,Autumn,Monochrome,Cotton,High-end,Fast Fashion,Pinterest
T1445,Shirt,Casual,15,Winter,Monochrome,Polyester,Mid-range,High-end,Instagram
T1446,Shoes,Bohemian,13,Autumn,Monochrome,Cotton,Affordable,Fast Fashion,Pinterest
T1447,Accessories,Sporty,76,Spring,Earth-tone,Wool,High-end,Luxury,Pinterest
T1448,Shoes,Vintage,66,Spring,Neon,Polyester,Mid-range,High-end,Instagram
T1449,Shirt,Sporty,27,Winter,Metallic,Silk,Mid-range,Luxury,Instagram
T1450,Pants,Sporty,68,Autumn,Gradient,Wool,Affordable,Luxury,Pinterest
T1451,Accessories,Sporty,19,Winter,Metallic,Wool,Affordable,Fast Fashion,Instagram
T1452,Shirt,Formal,1,Autumn,Neon,Velvet,Mid-range,Luxury,Pinterest
T1453,Dress,Casual,75,Summer,Earth-tone,Linen,Mid-range,Fast Fashion,Instagram
T1454,Shoes,Vintage,3,Autumn,Monochrome,Polyester,High-end,Fast Fashion,YouTube
T1455,Pants,Sporty,44,Summer,Metallic,Polyester,High-end,Luxury,Instagram
T1456,Shirt,Streetwear,100,Winter,Metallic,Wool,Mid-range,High-end,Pinterest
T1457,Accessories,Vintage,40,Autumn,Gradient,Wool,Affordable,Luxury,Pinterest
T1458,Shoes,Streetwear,67,Spring,Metallic,Silk,Affordable,Fast Fashion,Instagram
T1459,Dress,Streetwear,57,Summer,Earth-tone,Linen,Affordable,Fast Fashion,Instagram
T1460,Shoes,Bohemian,14,Summer,Neon,Linen,Affordable,Local,YouTube
T1461,Accessories,Streetwear,21,Spring,Gradient,Wool,High-end,Fast Fashion,YouTube
T1462,Dress,Casual,68,Summer,Neon,Polyester,High-end,Luxury,YouTube
T1463,Pants,Sporty,92,Summer,Earth-tone,Wool,Affordable,Luxury,TikTok
T1464,Pants,Minimalist,97,Winter,Earth-tone,Cotton,High-end,Local,YouTube
T1465,Accessories,Bohemian,93,Autumn,Earth-tone,Polyester,Mid-range,High-end,TikTok
T1466,Accessories,Vintage,89,Spring,Gradient,Polyester,Mid-range,Fast Fashion,Pinterest
T1467,Accessories,Bohemian,3,Spring,Metallic,Cotton,Affordable,Fast Fashion,Instagram
T1468,Dress,Vintage,8,Autumn,Metallic,Denim,Mid-range,Fast Fashion,YouTube
T1469,Pants,Formal,41,Winter,Gradient,Silk,High-end,Luxury,TikTok
T1470,Dress,Minimalist,92,Spring,Metallic,Linen,Mid-range,Local,Instagram
T1471,Dress,Bohemian,83,Winter,Monochrome,Linen,High-end,Luxury,YouTube
T1472,Dress,Casual,60,Spring,Metallic,Cotton,Mid-range,Local,Instagram
T1473,Pants,Streetwear,11,Spring,Pastel,Linen,High-end,Luxury,TikTok
T1474,Shoes,Formal,17,Winter,Earth-tone,Linen,Mid-range,Local,Pinterest
T1475,Dress,Vintage,74,Summer,Gradient,Velvet,Affordable,Local,TikTok
T1476,Accessories,Bohemian,76,Spring,Monochrome,Velvet,Mid-range,Local,YouTube
T1477,Shirt,Casual,40,Winter,Earth-tone,Wool,High-end,Local,YouTube
T1478,Shirt,Bohemian,3,Spring,Metallic,Silk,High-end,Luxury,YouTube
T1479,Pants,Formal,19,Autumn,Monochrome,Denim,High-end,Local,TikTok
T1480,Accessories,Formal,19,Summer,Pastel,Velvet,Affordable,Local,TikTok
T1481,Pants,Formal,86,Winter,Neon,Polyester,High-end,Local,TikTok
T1482,Pants,Minimalist,87,Autumn,Neon,Cotton,High-end,Local,Instagram
T1483,Pants,Minimalist,94,Summer,Monochrome,Polyester,Mid-range,High-end,Instagram
T1484,Shoes,Sporty,74,Spring,Gradient,Wool,High-end,High-end,YouTube
T1485,Pants,Minimalist,82,Winter,Pastel,Polyester,High-end,Local,Instagram
T1486,Dress,Bohemian,67,Spring,Pastel,Cotton,Affordable,Luxury,Instagram
T1487,Dress,Vintage,44,Autumn,Monochrome,Linen,Mid-range,Local,Instagram
T1488,Accessories,Minimalist,80,Autumn,Pastel,Cotton,Mid-range,Local,TikTok
T1489,Shirt,Sporty,55,Summer,Neon,Polyester,Mid-range,Fast Fashion,TikTok
T1490,Pants,Casual,3,Spring,Neon,Denim,Mid-range,Local,Pinterest
T1491,Accessories,Streetwear,90,Spring,Neon,Silk,Affordable,Local,Instagram
T1492,Dress,Formal,83,Autumn,Monochrome,Cotton,High-end,Fast Fashion,Instagram
T1493,Pants,Formal,0,Spring,Earth-tone,Linen,Affordable,Local,Instagram
T1494,Pants,Formal,82,Summer,Metallic,Denim,Mid-range,High-end,YouTube
T1495,Shirt,Minimalist,21,Autumn,Monochrome,Polyester,Mid-range,Local,TikTok
T1496,Pants,Sporty,1,Summer,Earth-tone,Cotton,Affordable,Luxury,Instagram
T1497,Pants,Casual,96,Winter,Pastel,Velvet,Affordable,Luxury,Instagram
T1498,Shirt,Streetwear,53,Summer,Earth-tone,Wool,Mid-range,Luxury,TikTok
T1499,Dress,Casual,43,Summer,Earth-tone,Polyester,High-end,High-end,YouTube
T1500,Pants,Streetwear,92,Summer,Neon,Silk,Affordable,Fast Fashion,YouTube
T1501,Shoes,Minimalist,15,Spring,Pastel,Cotton,Mid-range,Luxury,Pinterest
T1502,Accessories,Sporty,38,Summer,Gradient,Polyester,Mid-range,Local,TikTok
T1503,Shirt,Bohemian,63,Summer,Metallic,Cotton,Mid-range,Luxury,TikTok
T1504,Dress,Minimalist,95,Winter,Gradient,Wool,Affordable,Local,Instagram
T1505,Accessories,Formal,68,Winter,Neon,Linen,Mid-range,Local,Instagram
T1506,Pants,Vintage,98,Winter,Metallic,Denim,Affordable,Fast Fashion,TikTok
T1507,Dress,Bohemian,37,Winter,Gradient,Linen,Mid-range,High-end,YouTube
T1508,Dress,Casual,48,Spring,Monochrome,Linen,Affordable,Local,Pinterest
T1509,Dress,Casual,93,Summer,Earth-tone,Cotton,Affordable,Local,Instagram
T1510,Shoes,Bohemian,46,Summer,Metallic,Cotton,Affordable,Luxury,Pinterest
T1511,Shirt,Minimalist,95,Autumn,Metallic,Wool,Mid-range,High-end,Instagram
T1512,Shoes,Vintage,93,Autumn,Pastel,Denim,Affordable,Luxury,TikTok
T1513,Pants,Formal,75,Summer,Neon,Velvet,Mid-range,Luxury,TikTok
T1514,Accessories,Sporty,14,Winter,Neon,Silk,Affordable,Luxury,Instagram
T1515,Shirt,Streetwear,65,Autumn,Gradient,Silk,High-end,High-end,Pinterest
T1516,Shirt,Casual,5,Summer,Gradient,Linen,High-end,Local,Pinterest
T1517,Shoes,Minimalist,51,Winter,Pastel,Polyester,Affordable,Local,Instagram
T1518,Pants,Casual,27,Summer,Monochrome,Silk,Mid-range,Local,YouTube
T1519,Pants,Streetwear,86,Winter,Earth-tone,Polyester,Mid-range,Local,TikTok
T1520,Dress,Minimalist,1,Autumn,Pastel,Linen,Mid-range,High-end,Pinterest
T1521,Shirt,Formal,32,Winter,Earth-tone,Cotton,Mid-range,Local,Pinterest
T1522,Pants,Sporty,62,Spring,Metallic,Wool,Affordable,High-end,Pinterest
T1523,Pants,Sporty,4,Winter,Monochrome,Polyester,Mid-range,Fast Fashion,YouTube
T1524,Pants,Formal,94,Summer,Gradient,Linen,Mid-range,Local,Pinterest
T1525,Shoes,Minimalist,63,Spring,Gradient,Polyester,High-end,High-end,YouTube
T1526,Pants,Casual,30,Winter,Metallic,Linen,Affordable,Local,YouTube
T1527,Accessories,Minimalist,9,Autumn,Pastel,Wool,High-end,Luxury,YouTube
T1528,Pants,Casual,46,Spring,Gradient,Velvet,High-end,High-end,Instagram
T1529,Pants,Casual,28,Autumn,Pastel,Wool,Mid-range,Luxury,Instagram
T1530,Shirt,Streetwear,15,Spring,Metallic,Polyester,Affordable,High-end,TikTok
T1531,Shirt,Formal,73,Summer,Earth-tone,Linen,Affordable,Fast Fashion,Instagram
T1532,Pants,Casual,26,Winter,Earth-tone,Polyester,High-end,Fast Fashion,Instagram
T1533,Accessories,Vintage,54,Summer,Earth-tone,Linen,High-end,Fast Fashion,TikTok
T1534,Pants,Sporty,34,Autumn,Gradient,Silk,Mid-range,High-end,Instagram
T1535,Shoes,Minimalist,93,Autumn,Gradient,Denim,Mid-range,High-end,TikTok
T1536,Dress,Sporty,27,Summer,Pastel,Wool,High-end,High-end,Instagram
T1537,Dress,Sporty,61,Spring,Neon,Polyester,Affordable,High-end,YouTube
T1538,Dress,Bohemian,11,Summer,Neon,Velvet,High-end,Fast Fashion,Instagram
T1539,Shirt,Vintage,29,Summer,Gradient,Cotton,Affordable,Luxury,Instagram
T1540,Shirt,Minimalist,22,Summer,Metallic,Polyester,High-end,Luxury,TikTok
T1541,Accessories,Formal,44,Summer,Earth-tone,Silk,High-end,Fast Fashion,Instagram
T1542,Accessories,Casual,39,Spring,Earth-tone,Velvet,Affordable,Fast Fashion,YouTube
T1543,Shoes,Casual,71,Summer,Metallic,Wool,Mid-range,Luxury,YouTube
T1544,Shirt,Casual,67,Winter,Pastel,Silk,High-end,Luxury,Instagram
T1545,Dress,Vintage,76,Spring,Earth-tone,Wool,High-end,High-end,TikTok
T1546,Shoes,Formal,99,Summer,Neon,Cotton,High-end,High-end,Pinterest
